# DateTime,20170420_193721
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,210.35,0.3854,0.6818,7823.4000,2.53,2.6280,0.18120
,,3000,204.58,0.1028,0.6813,7823.4000,1.86,0.7001,0.04895
,,4000,204.58,0.0600,0.6811,7823.4001,1.34,0.4088,0.02858
,,5000,204.54,0.0409,0.6812,7823.4001,1.36,0.2784,0.01947
,,6000,204.58,0.0354,0.6812,7823.4000,1.38,0.2413,0.01687
,,7000,204.58,0.0290,0.6812,7823.4000,1.35,0.1978,0.01383
,,8000,204.37,0.0281,0.6813,7823.4000,1.39,0.1917,0.01341
,,9000,203.17,0.0249,0.6813,7823.4000,1.47,0.1697,0.01191
,,10000,201.17,0.0219,0.6813,7823.4000,1.41,0.1493,0.01053
,,11000,197.55,0.0198,0.6814,7823.4000,1.45,0.1352,0.00962
,,12000,193.31,0.0208,0.6814,7823.4000,1.54,0.1416,0.01019
,,13000,190.55,0.0191,0.6813,7823.4000,1.54,0.1301,0.00942
,,14000,179.79,0.0195,0.6813,7823.4000,1.57,0.1325,0.00988
,,15000,173.49,0.0196,0.6813,7823.4000,1.69,0.1336,0.01015
,,16000,160.90,0.0196,0.6813,7823.4000,1.66,0.1338,0.01055
