# DateTime,20170721_160705
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_BL
# SchemeFile,/home/picarro/I2000/AppConfig/Schemes/HF_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,3
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,1200.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,1200.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,43878.9492188
# TUNER_SWEEP_RAMP_LOW_REGISTER,21657.0507812
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1080.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1080.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,42678.9492188
# TUNER_WINDOW_RAMP_LOW_REGISTER,22857.0507812
# TWGEN_SLOPE_DOWN,15000
# TWGEN_SLOPE_UP,15000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,314.27,3.2781,0.6826,7823.3970,13.27,22.3767,1.26225
,,3000,300.12,0.1084,0.6829,7823.3971,9.33,0.7403,0.04273
,,4000,284.74,0.0576,0.6828,7823.3970,8.31,0.3931,0.02330
,,5000,262.05,0.0443,0.6828,7823.3971,8.11,0.3027,0.01870
,,6000,238.44,0.0352,0.6828,7823.3971,7.27,0.2402,0.01555
,,7000,221.24,0.0295,0.6828,7823.3971,7.50,0.2014,0.01354
,,8000,196.04,0.0263,0.6829,7823.3970,7.00,0.1793,0.01280
,,9000,124.63,0.0249,0.6829,7823.3971,7.14,0.1700,0.01523
,,10000,73.93,0.0229,0.6830,7823.3970,7.56,0.1564,0.01819
,,11000,45.59,0.0201,0.6830,7823.3970,7.47,0.1373,0.02033
,,12000,26.82,0.0182,0.6830,7823.3970,7.62,0.1246,0.02405
,,13000,19.79,0.0181,0.6830,7823.3970,7.54,0.1236,0.02779
,,14000,17.08,0.0182,0.6830,7823.3970,6.58,0.1242,0.03004
,,15000,8.37,0.0185,0.6830,7823.3970,7.13,0.1262,0.04362
,,16000,10.59,0.0193,0.6830,7823.3970,6.67,0.1319,0.04052
