# DateTime,20170412_083605
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49546.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15989.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47446.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18089.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,198.26,22.2745,0.7913,5739.1892,1.56,176.2570,12.51797
,,3000,204.58,0.0973,0.7806,5739.1892,1.23,0.7595,0.05310
,,4000,204.58,0.0550,0.7807,5739.1892,1.20,0.4295,0.03003
,,5000,204.58,0.0386,0.7808,5739.1892,1.22,0.3015,0.02108
,,6000,204.54,0.0337,0.7808,5739.1892,1.19,0.2635,0.01842
,,7000,204.58,0.0302,0.7809,5739.1892,1.25,0.2359,0.01649
,,8000,204.58,0.0294,0.7810,5739.1892,1.26,0.2297,0.01606
,,9000,204.33,0.0288,0.7811,5739.1892,1.25,0.2251,0.01575
,,10000,203.38,0.0262,0.7812,5739.1892,1.31,0.2049,0.01437
,,11000,203.67,0.0218,0.7813,5739.1892,1.24,0.1706,0.01196
,,12000,202.43,0.0189,0.7813,5739.1892,1.27,0.1478,0.01039
,,13000,197.75,0.0169,0.7814,5739.1892,1.41,0.1318,0.00937
,,14000,192.16,0.0153,0.7814,5739.1892,1.47,0.1195,0.00862
,,15000,186.19,0.0146,0.7814,5739.1892,1.51,0.1141,0.00837
,,16000,184.13,0.0153,0.7814,5739.1892,1.49,0.1195,0.00881
