# DateTime,20170711_164715
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,/home/picarro/I2000/AppConfig/Schemes/HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,50247.0234375
# TUNER_SWEEP_RAMP_LOW_REGISTER,15251.9755859
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,48147.0234375
# TUNER_WINDOW_RAMP_LOW_REGISTER,17351.9765625
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,332.12,1564.2408,0.2098,5739.2623,3.47,3281.7703,180.07925
,,3000,105.27,0.2542,0.7908,5739.2627,2.02,2.0103,0.19593
,,4000,204.62,0.1346,0.7774,5739.2626,1.40,1.0460,0.07312
,,5000,204.62,0.1103,0.7776,5739.2626,1.46,0.8574,0.05994
,,6000,204.54,0.0877,0.7779,5739.2626,1.41,0.6821,0.04770
,,7000,204.62,0.0718,0.7781,5739.2626,1.46,0.5584,0.03904
,,8000,204.16,0.0682,0.7783,5739.2626,1.41,0.5308,0.03715
,,9000,204.42,0.0606,0.7785,5739.2626,1.48,0.4719,0.03301
,,10000,202.96,0.0503,0.7787,5739.2626,1.45,0.3914,0.02747
,,11000,201.17,0.0415,0.7789,5739.2626,1.48,0.3236,0.02281
,,12000,197.71,0.0389,0.7789,5739.2626,1.54,0.3027,0.02153
,,13000,195.01,0.0379,0.7789,5739.2626,1.57,0.2954,0.02116
,,14000,187.30,0.0384,0.7789,5739.2626,1.72,0.2989,0.02184
,,15000,181.65,0.0378,0.7789,5739.2626,1.66,0.2948,0.02187
,,16000,172.50,0.0376,0.7789,5739.2626,1.76,0.2932,0.02233
