# DateTime,20170426_102811
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,337.04,1514.3445,0.1442,5739.2623,3.48,2183.1779,118.91814
,,3000,109.47,0.8972,0.8014,5739.2627,1.57,7.1906,0.68725
,,4000,204.54,0.1460,0.7974,5739.2626,1.26,1.1641,0.08140
,,5000,204.54,0.1047,0.7977,5739.2626,1.27,0.8351,0.05839
,,6000,204.58,0.0893,0.7979,5739.2626,1.30,0.7128,0.04984
,,7000,204.54,0.0791,0.7981,5739.2626,1.28,0.6310,0.04412
,,8000,204.58,0.0645,0.7983,5739.2626,1.33,0.5148,0.03599
,,9000,203.96,0.0574,0.7985,5739.2626,1.42,0.4586,0.03211
,,10000,203.54,0.0520,0.7987,5739.2626,1.33,0.4153,0.02911
,,11000,200.56,0.0484,0.7988,5739.2626,1.38,0.3864,0.02729
,,12000,199.60,0.0413,0.7989,5739.2626,1.38,0.3299,0.02335
,,13000,195.01,0.0374,0.7991,5739.2626,1.49,0.2992,0.02143
,,14000,189.97,0.0327,0.7992,5739.2626,1.52,0.2614,0.01897
,,15000,178.99,0.0326,0.7992,5739.2626,1.58,0.2602,0.01945
,,16000,173.37,0.0323,0.7992,5739.2626,1.60,0.2578,0.01958
